,标题,up主,频道,标签,播放量,粉丝数,点赞,硬币,收藏,分享,弹幕,评论,时间,点赞率,投币率,收藏率,分享率,期数,发布时间,爬取时间
1089,不要“做”挑战？（第五期）,小潮院长,搞笑挑战 vlog 搞笑,生活 搞笑,12753864,7040392,607085,238484,109365,63888,63011,8358,14123.99083,0.047600084,0.018698961,0.008575048,0.005009305,56,2020/4/14 21:57,2021/11/24 9:57
1090,jojo说刑法,异次元臭豆腐,罗翔 JOJO的奇妙冒险 科普 搞笑,动画 综合,2790463,217639,222960,64825,81681,40311,3583,1809,14157.94056,0.079900719,0.023230912,0.029271486,0.01444599,56,2020/4/13 12:00,2021/11/24 9:57
1091,你管这叫亲情？？？？？？？,东尼ookii,搞笑,生活 日常,3637600,4376799,350167,102385,41073,7341,57525,6846,14151.94722,0.096263196,0.028146305,0.011291236,0.002018089,56,2020/4/13 18:00,2021/11/24 9:57
1092,从B站百大到暗杀名单 从造谣抹黑到无差别举报：全面起底网络黑公关【网络视频发展史：黑公关专题】,低调的帅爷,动漫杂谈 科普,动画 综合,2909532,520449,247239,179002,132924,21704,27633,112941,14150.38944,0.084975522,0.061522609,0.045685698,0.007459619,56,2020/4/13 19:33,2021/11/24 9:57
1093,"【C菌】玩了这个阴间便利店游戏, 再也不敢逛超市了...",渗透之C君,,游戏 单机游戏,2573984,5692652,147538,57836,48130,7490,65537,4779,14180.28306,0.057318927,0.022469448,0.01869864,0.002909886,56,2020/4/12 13:40,2021/11/24 9:57
1094,崩 坏 三 删 减 片 段,果蝇轰,JOJO的奇妙冒险 崩坏3 搞笑,动画 短片·手书·配音,1670798,1040289,138585,72341,47198,19992,4455,2129,14126.69667,0.082945395,0.043297275,0.028248777,0.01196554,56,2020/4/14 19:15,2021/11/24 9:57
1095,你管这叫只会一点点？？？,鲁西西focus,叶问 功夫 影视混剪,影视 影视剪辑,31220693,29684,1149689,469419,552386,69879,52964,16711,14122.58528,0.036824583,0.015035509,0.017692945,0.002238227,56,2020/4/14 23:22,2021/11/24 9:57
1096,无 人 生 还,某幻君,搞笑,游戏 网络游戏,12041504,7108106,724569,503694,254565,63923,135791,23617,14031.91278,0.060172633,0.041829825,0.021140632,0.005308556,57,2020/4/18 18:02,2021/11/24 9:57
1097,如果把【黑人抬棺】做成中国风音乐,12仔,动感视频 黑人抬棺 国风音乐 中国风 电音,音乐 电音,13202980,130802,1098858,709263,522263,96612,83000,19507,13979.63389,0.083228029,0.053719918,0.039556449,0.007317439,57,2020/4/20 22:19,2021/11/24 9:57
1098,【家有神探】当你怀疑爸妈有人出轨时，会发生什么？,洛温阿特金森,黄绿合战 鬼畜调教 鬼畜,鬼畜 鬼畜调教,4021887,808250,475768,355442,155635,30903,28771,9587,13990.02833,0.118294721,0.088376924,0.03869701,0.007683707,57,2020/4/20 11:55,2021/11/24 9:57
1099,每天一遍  童年再见,优柔寡断胡英俊,动感视频 迪迦奥特曼 奥特曼 特摄,动画 特摄,12186897,18319,672982,273692,269315,168359,57724,9270,14078.27639,0.055221768,0.022457891,0.022098734,0.013814755,57,2020/4/16 19:41,2021/11/24 9:57
1100,我被B站威胁了,凉风Kaze,搞笑,生活 日常,6370547,8203023,670595,206227,69250,11096,92829,13891,13989.76889,0.105264901,0.032371945,0.010870338,0.001741766,57,2020/4/20 12:11,2021/11/24 9:57
1101,这动画太好看了！2020年4月新番吐槽大盘点！（第一弹）,LexBurner,动漫杂谈 公主连结 搞笑,动画 综合,6362834,6960495,484717,218556,76914,15459,74748,12904,13957.61583,0.076179419,0.034348845,0.01208801,0.002429578,57,2020/4/21 20:20,2021/11/24 9:57
1102,【全明星】日不落 - 蔡依林的美妙音乐,秋名山上的486,黄绿合战 天使降临到我身边 动感视频 蔡依林 诸葛亮 人力VOCALOID 鬼畜调教 鬼畜,鬼畜 鬼畜调教,3486442,206089,308293,230997,142909,22235,23778,3828,14014.04389,0.088426252,0.066255799,0.040989926,0.006377562,57,2020/4/19 11:55,2021/11/24 9:57
1103,美国疫情还在爆发，为何民众开始持枪闹复工？,我是郭杰瑞,歪果仁 美国,生活 日常,6440130,7049736,426283,126752,31532,41204,114025,32047,13964.62222,0.066191676,0.01968159,0.004896174,0.006398007,57,2020/4/21 13:20,2021/11/24 9:57
1104,【何同学4K】3299真香？iPhone SE使用体验,老师好我叫何同学,手机,科技 数码,6440616,8746338,551378,284671,69835,34826,29309,17824,13932.78444,0.085609513,0.044199344,0.010842907,0.005407247,57,2020/4/22 21:10,2021/11/24 9:57
1105,【罗翔】7岁？14岁？刑事责任年龄要不要下调？,罗翔说刑法,罗翔,知识 社科·法律·心理,3979436,19601808,499669,288882,84513,37486,93345,40912,13965.95722,0.125562768,0.072593704,0.021237432,0.009419928,57,2020/4/21 12:00,2021/11/24 9:57
1106,【高燃泪目】没有人比我更懂无间,爱吃仙贝的小猪,动感视频 人力VOCALOID 鬼畜,鬼畜 人力VOCALOID,8230253,48537,510559,267671,249609,61196,49048,9019,13965.75528,0.062034423,0.032522816,0.030328229,0.007435494,57,2020/4/21 12:12,2021/11/24 9:57
1107,猫和老鼠2020大结局,庄不纯,黑人抬棺 搞笑,动画 综合,6032483,927815,349813,179677,132189,57852,35233,2924,14062.19722,0.057988228,0.029784916,0.021912867,0.009590081,57,2020/4/17 11:45,2021/11/24 9:57
1108,都扭成这样了 还流动的这么快 猫绝对是液体！,蒂姆嘟嘟Tim,喵星人 萌宠 搞笑,动物圈 喵星人,6831818,860049,375059,63325,46760,22888,18259,3879,13960.37306,0.054898857,0.009269129,0.006844445,0.003350206,57,2020/4/21 17:35,2021/11/24 9:57
1109,石  上  之  死,俺妹妹就是这么可爱,黑人抬棺 手书 搞笑,动画 短片·手书·配音,2310292,177268,224489,70305,57828,24436,8452,1641,14033.70528,0.097169102,0.030431218,0.025030602,0.010577018,57,2020/4/18 16:15,2021/11/24 9:57
1110,这不是肥皂，是可以吃的星空果冻！【在繁星坠落的夜晚】,大碗拿铁,甜点 吃货 美食,美食 美食制作,6200866,2680563,631584,253563,214791,39316,16206,4991,14006.29778,0.10185416,0.040891546,0.034638871,0.006340405,57,2020/4/19 19:39,2021/11/24 9:57
1111,返校第一天就被罗老师拉进法庭？？,鹤吱菌,逆转裁判 罗翔 搞笑 单机游戏,游戏 单机游戏,4201603,2369105,319651,102123,55743,8068,22619,5224,13932.08417,0.076078344,0.024305723,0.013267079,0.001920219,57,2020/4/22 21:52,2021/11/24 9:57
1112,【朱一旦】176 我们不再相爱了,朱一旦的枯燥生活,搞笑,生活 搞笑,5134251,4218250,456169,280767,78031,40698,40028,21746,13935.85722,0.088848208,0.054685094,0.015198127,0.007926765,57,2020/4/22 18:06,2021/11/24 9:57
1113,12年前的宅舞是什么样的？真正的舞蹈区!(持续更新中),奇怪的郭奉权,宅舞,舞蹈 宅舞,2972536,4813,116683,16776,42151,6242,5416,11041,14033.44028,0.039253688,0.005643666,0.014180148,0.00209989,57,2020/4/18 16:31,2021/11/24 9:57
1114,【老番茄】史上最骚骑士,老番茄,骑马与砍杀 搞笑,游戏 单机游戏,10559284,16531773,892442,642620,248564,25136,99432,21612,13912.45694,0.084517284,0.060858293,0.023539854,0.002380464,57,2020/4/23 17:30,2021/11/24 9:57
1115,【半佛】庞氏骗局造作百年,硬核的半佛仙人,财经,知识 财经商业,3264906,6255886,191002,73964,33256,24687,13457,5206,13935.84944,0.058501531,0.022654251,0.010185898,0.00756132,57,2020/4/22 18:06,2021/11/24 9:57
1116,【毕导】从博士到教授到院士，中国科研的打怪升级之路,毕导THU,,知识 科学科普,3933715,4621592,341371,177769,103036,54544,23013,10984,14031.01667,0.086780817,0.045191123,0.026193052,0.013865773,57,2020/4/18 18:56,2021/11/24 9:57
1117,【咬人猫】在外太空蹦迪！蒂法喵??疑心暗鬼！,=咬人猫=,宅舞,舞蹈 宅舞,3544999,3654553,110818,58622,42785,7025,15757,4643,14029.94917,0.031260376,0.016536535,0.012069115,0.001981665,57,2020/4/18 20:00,2021/11/24 9:57
1118,爆肝25小时！我连续一通宵肝出史上最大霍格沃兹！,雨哥到处跑,乐高 搞笑挑战 哈利波特 搞笑,生活 搞笑,3694002,2466694,672149,249145,64750,17101,52772,4911,14029.15278,0.181956859,0.067445822,0.017528415,0.004629397,57,2020/4/18 20:48,2021/11/24 9:57
1119,【吉良吉影】死 宅 日 常,凉风葱叶,吉良吉影 JOJO的奇妙冒险 初音未来 假面骑士 虚拟歌手 特摄,动画 综合,2505155,137681,241191,121804,112015,23566,13832,2838,14061.96333,0.096277875,0.048621343,0.0447138,0.009407003,57,2020/4/17 12:00,2021/11/24 9:57
1120,锤子续作！我把史上最难的“箱子”游戏通关了! 爆肝28小时！,东尼ookii,黑人抬棺 搞笑,游戏 单机游戏,3046880,4376799,398830,257790,81287,5287,184718,6697,14035.4175,0.130897836,0.084607861,0.026678766,0.001735218,57,2020/4/18 14:32,2021/11/24 9:57
1121,最强尴尬王！！！！！！,某幻君,动感视频 说唱新世代 原创歌曲 RAP 说唱 搞笑,音乐 原创音乐,16895400,7108105,1099106,772251,480070,89735,80868,33574,13725.96083,0.065053565,0.045707767,0.028414243,0.005311209,58,2020/5/1 12:00,2021/11/24 9:58
1122,【半佛】为什么B站到了渡劫的关键时刻？,硬核的半佛仙人,财经,知识 财经商业,5398132,6255888,613101,483734,158590,37571,140793,36345,13865.24278,0.113576511,0.089611369,0.029378681,0.00696,58,2020/4/25 16:43,2021/11/24 9:58
1123,每天一遍，防止早恋,喵内゛,渡边麻友 桥本环奈 斋藤飞鸟 新垣结衣,影视 影视剪辑,4063013,178622,243710,102648,98350,21183,13550,4983,13823.88528,0.059982579,0.02526401,0.024206174,0.005213619,58,2020/4/27 10:05,2021/11/24 9:58
1124,【心如止水x周扬青】时 间 刺 客 罗 志 祥,鬼山哥,罗志祥 鬼畜 综艺,鬼畜 人力VOCALOID,3007960,141417,164269,38989,28130,32883,9709,6745,13911.71222,0.054611431,0.012961941,0.009351853,0.010931994,58,2020/4/23 18:15,2021/11/24 9:58
1125,【罗翔】故事要从张三借了高利贷说起,罗翔说刑法,罗翔,知识 社科·法律·心理,3435692,19601821,317316,76618,27121,10430,30897,9524,13725.53694,0.092358686,0.022300602,0.007893897,0.003035779,58,2020/5/1 12:26,2021/11/24 9:58
1126,每个男孩子都可以学会的伪声教程,千沧MONSTER,野生技术协会,知识 野生技能协会,3693667,327254,334223,238238,386284,52901,25427,9624,13841.24694,0.090485417,0.064499047,0.104580083,0.014322082,58,2020/4/26 16:43,2021/11/24 9:58
1127,“更爱你的人”,始春廿肆,新海诚 AMV MAD,动画 MAD·AMV,6312764,35416,551693,448280,403581,37016,17555,6697,13914.53083,0.087393256,0.071011684,0.06393095,0.005863676,58,2020/4/23 15:26,2021/11/24 9:58
1128,【鬼灭之刃】同人逼死官方！国外画师耗时一月再绘「善逸vs獪岳」,____轩,鬼灭之刃,动画 短片·手书·配音,2718402,49994,156620,43173,92509,36823,3066,2287,13790.43722,0.057614731,0.015881757,0.034030655,0.013545826,58,2020/4/28 19:32,2021/11/24 9:58
1129,【爆肝500+张原画】干物妹！臭鼬娘！,帷幕VMovie,手书 公主连结,动画 短片·手书·配音,2479657,192742,336725,323694,172960,27343,6073,4600,13869.96194,0.135794991,0.130539829,0.069751583,0.011026928,58,2020/4/25 12:00,2021/11/24 9:58
1130,600万粉up主自曝黑历史【粉丝问答05】,凉风Kaze,搞笑,生活 日常,4165831,8203024,603962,272988,76341,4577,43651,9357,13869.96194,0.144979957,0.065530263,0.018325515,0.0010987,58,2020/4/25 12:00,2021/11/24 9:58
1131,这是最后一次了，且珍惜！,东尼ookii,服饰 搞笑,生活 日常,5916079,4376798,715165,213194,94912,6451,41931,10174,13768.56694,0.120884965,0.036036368,0.016043058,0.001090418,58,2020/4/29 17:24,2021/11/24 9:58
1132,宫斗大师老番茄,老番茄,,游戏 单机游戏,9304352,16531774,503448,98485,61508,15196,111468,13957,13765.96972,0.054108873,0.010584832,0.00661067,0.001633214,58,2020/4/29 20:00,2021/11/24 9:58
1133,如果能过审 可能三个百大的号就没了！(第一期),啊吗粽,搞笑,生活 日常,10314380,4112943,539327,130822,65509,12771,55004,10385,13846.95972,0.052288843,0.012683457,0.00635123,0.001238174,58,2020/4/26 11:00,2021/11/24 9:58
1134,乔 瑟 夫 乔 斯 达,黄_金_体_验,JOJO的奇妙冒险 AMV MAD,动画 MAD·AMV,6675223,143007,398578,319206,276744,42466,14805,5118,13815.75889,0.059710065,0.047819526,0.04145839,0.006361735,58,2020/4/27 18:12,2021/11/24 9:58
1135,花了一万多元终于见到最早开放世界游戏之一,敖厂长,,游戏 单机游戏,7395617,7580931,1156839,1607500,345065,24914,87790,15731,13744.74861,0.156422243,0.217358471,0.046658041,0.003368752,58,2020/4/30 17:13,2021/11/24 9:58
1136,这 就 叫 禁 术？,冷淡熊,佐助,动画 短片·手书·配音,9333549,1712517,385213,84544,95931,31941,9144,3895,13840.94944,0.041271868,0.009058076,0.010278084,0.003422171,58,2020/4/26 17:01,2021/11/24 9:58
1137,做了1000多个视频，看看播放量最低视频是什么！！,中国BOY超级大猩猩,,生活 日常,5285172,7757763,362857,64582,40516,3820,41583,9763,13832.97917,0.068655665,0.01221947,0.007665976,0.000722777,58,2020/4/27 0:59,2021/11/24 9:58
1138,疫情下美国农场，为何安乐死猪，倒掉牛奶也不送穷人？,我是郭杰瑞,歪果仁 美国,生活 日常,3952271,7049736,341397,119070,29788,18964,26164,20895,13865.12083,0.086379957,0.030126983,0.007536933,0.004798254,58,2020/4/25 16:51,2021/11/24 9:58
1139,前方高能！！这！ 燃,是布做的心,GMV CS:GO 英雄联盟 单机游戏,游戏 GMV,10232057,21878,393835,142337,192338,8811,5132,3154,13918.89222,0.038490306,0.013910888,0.018797589,0.000861117,58,2020/4/23 11:05,2021/11/24 9:58
1140,【毕导】我建模分析了mao片中的动作技巧，甚至自己拍了一部,毕导THU,知识分享官 宇宙 科普,知识 科学科普,2331637,4621592,298498,198590,61682,25533,22673,7510,13789.97556,0.128020785,0.08517192,0.026454375,0.010950675,58,2020/4/28 20:00,2021/11/24 9:58
1141,【豌豆的一生】豌豆大丰收！得闲把豌豆吃食都做个遍,李子柒,服饰 美食,美食 田园美食,3025989,7928020,251587,110964,21835,11674,33909,7482,13741.97111,0.083142074,0.036670325,0.007215823,0.003857912,58,2020/4/30 20:00,2021/11/24 9:58
1142,【Sir电影】自甘堕落的人，给他看看这部片,毒舌编辑部,,影视 影视杂谈,5040844,111973,345635,167741,149118,17921,36196,7923,13785.16056,0.068566891,0.033276372,0.029581951,0.003555159,58,2020/4/29 0:48,2021/11/24 9:58
1143,不要“做”挑战？（第六期｜联动版）,小潮院长,vlog 搞笑,生活 搞笑,11452643,7040394,692599,171485,74770,32690,30473,6500,13837.77972,0.060475036,0.0149734,0.006528624,0.002854363,58,2020/4/26 20:11,2021/11/24 9:58
1144,一个会让你有很多？的视频,破碎大道攻略组,明日方舟 搞笑,游戏 手机游戏,4276743,75666,261247,161344,114514,83978,14112,5663,13774.70694,0.061085504,0.037725905,0.026775983,0.019635971,58,2020/4/29 11:16,2021/11/24 9:58
1145,【朱一旦】178 主角不够坏 小说没人爱？,朱一旦的枯燥生活,小说 搞笑,生活 日常,4274763,4218250,265013,39509,11423,5324,5401,5020,13823.09028,0.061994782,0.009242384,0.002672195,0.001245449,58,2020/4/27 10:53,2021/11/24 9:58
1146,你发的图片安全吗？,凉风Kaze,,生活 日常,4447546,8203024,503255,178493,112158,54687,25809,16206,13701.96833,0.113153411,0.040132918,0.025217952,0.012295994,59,2020/5/2 12:00,2021/11/24 9:59
1147,【毕导】学渣的绝地求生！如何快速肝出一篇优秀的学术论文？,毕导THU,知识分享官 科学 科普,知识 科学科普,3332493,4621592,390050,330889,323423,104169,25571,7079,13647.97361,0.117044507,0.099291731,0.097051367,0.03125858,59,2020/5/4 18:00,2021/11/24 9:59
1148,【何同学】我用一万行备忘录做了个动画...,老师好我叫何同学,摄影 技术宅 DIY,科技 数码,7479398,8746337,894503,681788,193181,58854,39952,18201,13597.97972,0.119595588,0.091155465,0.025828416,0.007868815,59,2020/5/6 20:00,2021/11/24 9:59
1149,这才叫做人生导师！！！,深海色带鱼,吕子乔 动感视频 鬼畜调教 鬼畜,鬼畜 鬼畜调教,3040466,1073040,249856,73395,64128,11832,10345,3183,13647.97417,0.082176877,0.024139392,0.021091504,0.003891509,59,2020/5/4 18:00,2021/11/24 9:59
1150,再不开学家庭关系就无法维持了！！！,小透明阿九,是在下输了 配音 搞笑,动画 短片·手书·配音,6419412,864301,519482,136682,126305,118674,14511,9294,13672.68778,0.080923611,0.021291981,0.019675478,0.01848674,59,2020/5/3 17:17,2021/11/24 9:59
1151,为何有些美国人特别“反智”！大部分还是特朗普支持者？,我是郭杰瑞,美国,生活 日常,5000647,7049734,393696,139431,42926,80949,102240,33258,13630.07611,0.078729012,0.027882592,0.008584089,0.016187705,59,2020/5/5 11:54,2021/11/24 9:59
1152,【摇滚合奏】八首经典处刑曲！唤醒你的中二灵魂,万伟康from无人周六,摇滚 演奏,音乐 演奏,8242923,478145,703412,740004,370601,25710,90773,7798,13695.47694,0.085335263,0.089774465,0.044959901,0.003119039,59,2020/5/2 18:30,2021/11/24 9:59
1153,【高燃/混剪】今朝唯我，中国少年郎,布依绣娘,影视混剪,影视 影视剪辑,6284621,11790,565195,301476,333064,42618,48440,5370,13657.34972,0.089933029,0.047970434,0.052996672,0.006781316,59,2020/5/4 8:38,2021/11/24 9:59
1154,疫情后的新世界，我们需要了解的五大趋势【所长.深度】,所长林超,知识分享官 经济 职场 财经,知识 财经商业,4343019,3247347,393428,277653,167342,68475,88970,7711,13699.55722,0.090588597,0.063930874,0.038531261,0.015766682,59,2020/5/2 14:25,2021/11/24 9:59
1155,我    是    谁   ？,园长米线,英雄联盟,游戏 电子竞技,3195749,56949,285395,116767,35029,7290,2692,2383,13634.46528,0.089304573,0.036538226,0.010961124,0.002281155,59,2020/5/5 7:31,2021/11/24 9:59
1156,【罗翔】虐待动物到底犯不犯法？,罗翔说刑法,罗翔,知识 社科·法律·心理,3168486,19601827,345435,132180,47161,18388,46547,37861,13629.97083,0.109022101,0.041717085,0.014884396,0.005803403,59,2020/5/5 12:00,2021/11/24 9:59
1157,【盘点】重塑三观！足以改变世界观的神级纪录片TOP10,看不见的罗杰,影评 科学 历史,影视 影视杂谈,2086451,528410,176065,76583,215011,9194,4322,1675,13675.39611,0.08438492,0.036704912,0.103051066,0.004406526,59,2020/5/3 14:35,2021/11/24 9:59
1158,自制节食健身减肥冰箱锁,手工耿,手工,生活 手工,4711347,6006979,323918,104271,19937,35177,31207,12770,13599.81028,0.068752737,0.022131887,0.004231698,0.007466442,59,2020/5/6 18:10,2021/11/24 9:59
